User ID,Email,First Name,Last Name,Department,Title,Location,Campaign Name,Template,Sent Date,Opened,Clicked,Replied,Attachment Opened,Macro Enabled,Data Entered,Reported,Time to Click (seconds),Time to Report (seconds),IP Address,Browser,Operating System,Delivery Status,Difficulty,Phish-prone Percentage,Current Risk Score,Previous Training Completed,Training Completion Date,Groups,Manager Email,Employee ID,Hire Date,Active Directory,Division,Cost Center,Custom Field 1,Custom Field 2,Baseline Test Score,Last Training Score,Security Awareness Proficiency,Risk Level,Failure Count (12 months),Success Count (12 months),Last Failure Date,Campaign Type,Industry Template,Language,Time Zone,Mobile Device,VPN Connection,Two Factor Enabled,Password Manager
EMP_0031,emp_0031@company.com,User0031,LastName031,R&D,Manager,Tokyo,Q4 2025 - Package Delivery,Package Delivery,03/06/2025 17:14,True,False,False,False,False,False,True,,606.0,192.168.143.34,Chrome,Windows 11,Delivered,Medium,22.1,100.0,False,,R&D - Tokyo,manager_r&d@company.com,EMP_0031,05/21/2022,True,North America,CC-9654,Level 1,Hybrid,76,,Intermediate,High,6,11,,Phishing,Financial,German,GMT,True,False,True,False
EMP_0624,emp_0624@company.com,User0624,LastName624,Finance,Executive,Sydney,Q2 2025 - Package Delivery,Package Delivery,02/07/2025 17:14,True,False,False,False,False,False,True,,73.0,192.168.120.137,Edge,Windows 11,Delivered,Low,3.0,89.2,True,08/09/2023,Finance - Sydney,manager_finance@company.com,EMP_0624,07/10/2023,True,North America,CC-9793,Level 2,Remote,71,78.0,Intermediate,Low,7,11,,Phishing,Financial,English,JST,False,False,False,False
EMP_0502,emp_0502@company.com,User0502,LastName502,IT,Employee,Chicago,Q1 2024 - System Maintenance,System Maintenance,11/12/2024 17:14,True,False,False,False,False,False,True,,2.0,192.168.64.119,Chrome,Windows 10,Delivered,High,3.6,86.3,True,02/06/2025,IT - Chicago,manager_it@company.com,EMP_0502,01/07/2025,True,Europe,CC-8735,Level 3,Remote,67,98.0,Intermediate,Low,3,10,,Phishing,Generic,English,JST,True,True,True,True
EMP_0635,emp_0635@company.com,User0635,LastName635,R&D,Manager,Sydney,Q3 2025 - Password Expiration,Password Expiration,01/23/2025 17:14,True,False,False,False,False,False,True,,23.0,192.168.105.79,Chrome,Windows 10,Delivered,Low,8.7,93.6,True,09/18/2021,R&D - Sydney,manager_r&d@company.com,EMP_0635,08/19/2021,True,Europe,CC-5499,Level 2,Hybrid,82,99.0,Advanced,Low,2,14,,Vishing,Generic,English,PST,False,True,True,False
EMP_0502,emp_0502@company.com,User0502,LastName502,IT,Employee,Chicago,Q3 2024 - Document Share,Document Share,09/05/2024 17:14,False,False,False,False,False,False,False,,,192.168.180.194,Chrome,Windows 10,Delivered,Low,16.7,91.6,True,02/06/2025,IT - Chicago,manager_it@company.com,EMP_0502,01/07/2025,True,Europe,CC-9205,Level 3,Hybrid,73,72.0,Novice,Medium,3,2,,Vishing,Technology,English,JST,False,True,False,True
EMP_1140,emp_1140@company.com,User1140,LastName140,Operations,Manager,Chicago,Q3 2025 - Software Update,Software Update,01/20/2025 17:14,True,False,False,False,False,False,False,,,192.168.67.4,Chrome,Windows 10,Delivered,Low,13.3,76.3,True,03/29/2021,Operations - Chicago,manager_operations@company.com,EMP_1140,02/27/2021,True,Europe,CC-5370,Level 3,Hybrid,79,74.0,Intermediate,Medium,6,11,,Phishing,Healthcare,English,PST,True,False,True,False
EMP_0567,emp_0567@company.com,User0567,LastName567,IT,Employee,Chicago,Q2 2024 - Document Share,Document Share,09/14/2024 17:14,True,False,False,False,False,False,True,,54.0,192.168.33.4,Chrome,Windows 11,Bounced,Low,31.8,68.0,False,,IT - Chicago,manager_it@company.com,EMP_0567,05/16/2024,True,North America,CC-2152,Level 3,Remote,77,,Intermediate,High,1,6,,Vishing,Healthcare,English,GMT,False,True,True,True
EMP_0551,emp_0551@company.com,User0551,LastName551,Operations,Manager,Tokyo,Q2 2024 - Password Expiration,Password Expiration,11/02/2024 17:14,True,False,False,False,False,False,True,,38.0,192.168.134.171,Chrome,Windows 11,Delivered,Medium,13.1,74.4,False,,Operations - Tokyo,manager_operations@company.com,EMP_0551,06/15/2021,True,North America,CC-2264,Level 2,Hybrid,90,,Advanced,Medium,1,3,,Phishing,Financial,English,GMT,True,True,True,False
EMP_1200,emp_1200@company.com,User1200,LastName200,Legal,Admin,London,Q2 2024 - Package Delivery,Package Delivery,11/04/2024 17:14,False,False,False,False,False,False,False,,,192.168.91.188,Edge,Windows 10,Delivered,Low,26.0,67.4,True,02/13/2020,Legal - London,manager_legal@company.com,EMP_1200,01/14/2020,True,North America,CC-1535,Level 1,On-site,63,87.0,Intermediate,High,3,7,,Phishing,Generic,Spanish,PST,False,True,False,False
EMP_0369,emp_0369@company.com,User0369,LastName369,Operations,Manager,Tokyo,Q3 2025 - System Maintenance,System Maintenance,05/19/2025 17:14,True,True,False,True,True,False,False,39.0,,192.168.81.126,Chrome,Windows 10,Delivered,Medium,13.7,76.5,True,02/24/2021,Operations - Tokyo,manager_operations@company.com,EMP_0369,01/25/2021,True,Asia-Pacific,CC-7283,Level 3,Remote,85,77.0,Intermediate,Medium,1,3,03/12/2025,Phishing,Financial,English,GMT,True,False,True,False
EMP_0577,emp_0577@company.com,User0577,LastName577,Operations,Employee,Sydney,Q1 2024 - IT Support,IT Support,11/13/2024 17:14,False,False,False,False,False,False,False,,,192.168.227.68,Chrome,Windows 10,Delivered,High,18.4,54.0,False,,Operations - Sydney,manager_operations@company.com,EMP_0577,06/08/2022,True,Europe,CC-4569,Level 3,Hybrid,65,,Intermediate,Medium,3,5,,Phishing,Financial,English,GMT,True,False,False,False
EMP_1130,emp_1130@company.com,User1130,LastName130,Marketing,Employee,Sydney,Q3 2024 - Account Suspended,Account Suspended,07/15/2024 17:14,True,False,False,False,False,False,False,,,192.168.77.69,Chrome,Windows 10,Delivered,Medium,12.3,87.8,True,05/30/2022,Marketing - Sydney,manager_marketing@company.com,EMP_1130,04/30/2022,True,North America,CC-9103,Level 2,Remote,64,98.0,Intermediate,Medium,5,2,,Vishing,Financial,German,PST,False,True,True,False
EMP_1089,emp_1089@company.com,User1089,LastName089,Legal,Employee,London,Q1 2025 - Password Expiration,Password Expiration,04/09/2025 17:14,True,False,False,False,False,False,True,,0.0,192.168.239.103,Chrome,Windows 10,Delivered,High,22.1,74.8,True,04/21/2022,Legal - London,manager_legal@company.com,EMP_1089,03/22/2022,True,Europe,CC-4852,Level 2,On-site,84,78.0,Novice,High,7,13,,Phishing,Financial,English,JST,True,False,False,False
EMP_0085,emp_0085@company.com,User0085,LastName085,Marketing,Employee,Sydney,Q3 2025 - Meeting Invitation,Meeting Invitation,01/18/2025 17:14,False,False,False,False,False,False,True,,95.0,192.168.53.98,Chrome,Windows 11,Delivered,Medium,13.4,94.8,True,07/19/2020,Marketing - Sydney,manager_marketing@company.com,EMP_0085,06/19/2020,True,Europe,CC-4239,Level 1,Remote,88,73.0,Intermediate,Medium,3,2,,Phishing,Healthcare,English,PST,False,False,False,True
EMP_0112,emp_0112@company.com,User0112,LastName112,Marketing,Employee,Tokyo,Q4 2025 - Account Verification,Account Verification,03/31/2025 17:14,False,False,False,False,False,False,True,,74.0,192.168.247.230,Edge,Windows 10,Delivered,Low,18.2,93.3,True,01/08/2025,Marketing - Tokyo,manager_marketing@company.com,EMP_0112,12/09/2024,True,Europe,CC-3354,Level 2,Remote,63,75.0,Advanced,Medium,2,4,,Phishing,Financial,German,PST,False,False,False,True
EMP_1087,emp_1087@company.com,User1087,LastName087,IT,Admin,Sydney,Q1 2025 - Package Delivery,Package Delivery,04/07/2025 17:14,True,True,False,False,False,False,False,12.0,,192.168.24.79,Chrome,Windows 10,Delivered,Medium,14.7,55.2,True,04/07/2024,IT - Sydney,manager_it@company.com,EMP_1087,03/08/2024,True,Asia-Pacific,CC-3431,Level 3,Hybrid,73,95.0,Novice,Medium,4,9,06/01/2024,Phishing,Technology,English,PST,False,True,True,False
EMP_1199,emp_1199@company.com,User1199,LastName199,Legal,Director,Sydney,Q1 2025 - System Maintenance,System Maintenance,05/08/2025 17:14,True,False,False,False,False,False,True,,27.0,192.168.62.90,Chrome,Windows 10,Delivered,Medium,9.7,100.0,True,10/17/2024,Legal - Sydney,manager_legal@company.com,EMP_1199,09/17/2024,True,North America,CC-3705,Level 1,Hybrid,70,94.0,Intermediate,Low,4,11,,Phishing,Healthcare,English,GMT,True,True,False,True
EMP_0488,emp_0488@company.com,User0488,LastName488,HR,Manager,Sydney,Q1 2024 - Account Verification,Account Verification,10/16/2024 17:14,True,False,False,False,False,False,False,,,192.168.41.9,Firefox,Windows 11,Delivered,Low,11.2,69.3,True,01/15/2023,HR - Sydney,manager_hr@company.com,EMP_0488,12/16/2022,True,Asia-Pacific,CC-7497,Level 1,Hybrid,73,99.0,Intermediate,Medium,4,12,,Vishing,Technology,English,GMT,False,True,False,False
EMP_0096,emp_0096@company.com,User0096,LastName096,Sales,Employee,Sydney,Q4 2024 - Package Delivery,Package Delivery,10/24/2024 17:14,True,False,False,False,False,False,True,,174.0,192.168.119.221,Chrome,Windows 11,Delivered,Medium,11.3,92.7,True,03/22/2020,Sales - Sydney,manager_sales@company.com,EMP_0096,02/21/2020,True,North America,CC-4335,Level 2,On-site,76,92.0,Intermediate,Medium,5,14,,Vishing,Generic,English,PST,False,True,True,True
EMP_0141,emp_0141@company.com,User0141,LastName141,Operations,Admin,Chicago,Q4 2025 - HR Communication,HR Communication,05/06/2025 17:14,True,False,False,False,False,False,True,,93.0,192.168.74.145,Chrome,Windows 10,Delivered,Low,31.2,82.0,False,,Operations - Chicago,manager_operations@company.com,EMP_0141,05/10/2024,True,Asia-Pacific,CC-9219,Level 3,Remote,93,,Advanced,High,0,8,,Vishing,Healthcare,Spanish,EST,False,False,False,True
EMP_0293,emp_0293@company.com,User0293,LastName293,HR,Contractor,Tokyo,Q3 2025 - Survey Request,Survey Request,03/17/2025 17:14,True,False,False,False,False,False,False,,,192.168.10.141,Chrome,Windows 10,Delivered,Low,36.3,85.0,True,06/06/2023,HR - Tokyo,manager_hr@company.com,EMP_0293,05/07/2023,True,Europe,CC-8911,Level 1,On-site,72,77.0,Novice,High,4,7,,Phishing,Generic,English,PST,True,False,True,False
EMP_0958,emp_0958@company.com,User0958,LastName958,Operations,Manager,Tokyo,Q3 2024 - Software Update,Software Update,08/03/2024 17:14,True,False,False,False,False,False,False,,,192.168.167.235,Chrome,Windows 10,Delivered,High,10.7,85.6,True,06/21/2021,Operations - Tokyo,manager_operations@company.com,EMP_0958,05/22/2021,True,Asia-Pacific,CC-5999,Level 3,On-site,64,99.0,Advanced,Medium,6,6,,Phishing,Generic,English,JST,False,True,True,True
EMP_0205,emp_0205@company.com,User0205,LastName205,Finance,Director,New York,Q4 2024 - IT Support,IT Support,12/02/2024 17:14,True,True,False,True,False,False,True,71.0,347.0,192.168.73.71,Chrome,Windows 11,Delivered,Low,10.6,52.9,False,,Finance - New York,manager_finance@company.com,EMP_0205,04/28/2024,True,Asia-Pacific,CC-1771,Level 1,Remote,71,,Intermediate,Medium,1,9,11/12/2024,Vishing,Healthcare,English,GMT,False,True,True,False
EMP_0066,emp_0066@company.com,User0066,LastName066,IT,Manager,New York,Q3 2025 - Package Delivery,Package Delivery,03/13/2025 17:14,False,False,False,False,False,False,False,,,192.168.28.64,Chrome,macOS,Bounced,Medium,3.9,67.3,False,,IT - New York,manager_it@company.com,EMP_0066,02/24/2022,True,Europe,CC-5518,Level 3,Hybrid,78,,Advanced,Low,3,14,,Phishing,Generic,English,PST,False,True,False,True
EMP_0506,emp_0506@company.com,User0506,LastName506,HR,Employee,San Francisco,Q4 2024 - Financial Request,Financial Request,10/31/2024 17:14,True,False,False,False,False,False,False,,,192.168.19.46,Chrome,Windows 10,Delivered,High,9.3,100.0,True,10/12/2021,HR - San Francisco,manager_hr@company.com,EMP_0506,09/12/2021,True,Europe,CC-9928,Level 3,Hybrid,86,92.0,Novice,Low,7,13,,Phishing,Technology,English,PST,True,True,True,False
EMP_0466,emp_0466@company.com,User0466,LastName466,HR,Manager,Frankfurt,Q3 2025 - Software Update,Software Update,03/22/2025 17:14,True,False,False,False,False,False,True,,5.0,192.168.76.251,Chrome,Linux,Delivered,Low,12.0,96.0,True,02/10/2022,HR - Frankfurt,manager_hr@company.com,EMP_0466,01/11/2022,True,North America,CC-9813,Level 2,Hybrid,73,87.0,Intermediate,Medium,0,5,,Vishing,Generic,English,GMT,True,True,True,False
EMP_0855,emp_0855@company.com,User0855,LastName855,Sales,Employee,Tokyo,Q1 2025 - Survey Request,Survey Request,01/11/2025 17:14,True,False,False,False,False,False,True,,9.0,192.168.161.143,Edge,Windows 11,Delivered,Low,17.0,97.5,True,07/02/2024,Sales - Tokyo,manager_sales@company.com,EMP_0855,06/02/2024,True,Asia-Pacific,CC-7586,Level 1,On-site,80,81.0,Novice,Medium,3,2,,Phishing,Generic,English,JST,True,False,True,False
EMP_0214,emp_0214@company.com,User0214,LastName214,IT,Manager,Frankfurt,Q4 2025 - IT Support,IT Support,05/25/2025 17:14,True,True,False,True,False,False,False,5.0,,192.168.237.79,Chrome,Windows 10,Delivered,Medium,17.2,72.5,True,04/20/2023,IT - Frankfurt,manager_it@company.com,EMP_0214,03/21/2023,True,Europe,CC-2025,Level 3,Hybrid,73,93.0,Novice,Medium,1,2,05/26/2024,Phishing,Technology,German,EST,False,True,True,False
EMP_0305,emp_0305@company.com,User0305,LastName305,Operations,Manager,Chicago,Q2 2024 - VPN Access,VPN Access,12/31/2024 17:14,True,False,False,False,False,False,True,,245.0,192.168.237.142,Chrome,Windows 10,Delivered,Low,18.0,94.8,True,01/14/2022,Operations - Chicago,manager_operations@company.com,EMP_0305,12/15/2021,True,Europe,CC-1294,Level 2,Remote,64,87.0,Advanced,Medium,1,9,,Phishing,Technology,English,PST,False,False,True,False
EMP_0334,emp_0334@company.com,User0334,LastName334,R&D,Manager,San Francisco,Q4 2024 - Account Suspended,Account Suspended,10/16/2024 17:14,True,False,False,False,False,False,True,,88.0,192.168.43.198,Chrome,Windows 10,Delivered,Low,12.1,88.9,True,11/07/2020,R&D - San Francisco,manager_r&d@company.com,EMP_0334,10/08/2020,True,Asia-Pacific,CC-1942,Level 2,On-site,89,82.0,Novice,Medium,0,12,,Phishing,Technology,English,JST,False,True,True,False
EMP_0301,emp_0301@company.com,User0301,LastName301,Finance,Manager,San Francisco,Q3 2025 - Password Expiration,Password Expiration,06/23/2025 17:14,True,False,False,False,False,False,True,,42.0,192.168.81.238,Chrome,Windows 10,Delivered,Medium,10.0,62.2,False,,Finance - San Francisco,manager_finance@company.com,EMP_0301,11/29/2024,True,Asia-Pacific,CC-5503,Level 2,On-site,93,,Advanced,Low,4,6,,Phishing,Healthcare,English,PST,False,False,False,True
EMP_0107,emp_0107@company.com,User0107,LastName107,Sales,Employee,New York,Q1 2024 - Account Suspended,Account Suspended,10/08/2024 17:14,True,False,False,False,False,False,True,,557.0,192.168.233.226,Safari,Windows 11,Delivered,Low,25.1,88.4,False,,Sales - New York,manager_sales@company.com,EMP_0107,11/27/2022,True,North America,CC-4815,Level 2,Remote,71,,Advanced,High,4,14,,Phishing,Financial,Spanish,JST,True,True,True,True
EMP_0435,emp_0435@company.com,User0435,LastName435,R&D,Manager,New York,Q1 2025 - Account Suspended,Account Suspended,04/01/2025 17:14,False,True,False,True,False,False,False,5.0,,192.168.57.66,Chrome,Windows 11,Delivered,High,8.7,51.0,True,04/13/2022,R&D - New York,manager_r&d@company.com,EMP_0435,03/14/2022,True,Europe,CC-2486,Level 2,Remote,90,83.0,Novice,Low,4,12,10/18/2024,Phishing,Technology,French,PST,False,True,True,True
EMP_0284,emp_0284@company.com,User0284,LastName284,Legal,Manager,Frankfurt,Q4 2024 - Meeting Invitation,Meeting Invitation,07/06/2024 17:14,True,False,False,False,False,False,True,,51.0,192.168.194.124,Chrome,Windows 10,Delivered,Low,11.4,80.4,True,10/27/2024,Legal - Frankfurt,manager_legal@company.com,EMP_0284,09/27/2024,True,Europe,CC-8710,Level 1,On-site,76,83.0,Novice,Medium,0,11,,Phishing,Healthcare,Spanish,GMT,True,True,False,False
EMP_0775,emp_0775@company.com,User0775,LastName775,Marketing,Employee,Chicago,Q1 2025 - IT Support,IT Support,01/29/2025 17:14,True,False,False,False,False,False,False,,,192.168.41.97,Chrome,Windows 10,Delivered,Low,24.2,83.4,True,02/03/2022,Marketing - Chicago,manager_marketing@company.com,EMP_0775,01/04/2022,True,Asia-Pacific,CC-7930,Level 3,Remote,88,93.0,Intermediate,High,7,12,,Phishing,Generic,English,PST,True,False,True,False
EMP_0143,emp_0143@company.com,User0143,LastName143,Marketing,Director,Chicago,Q3 2025 - Account Verification,Account Verification,01/23/2025 17:14,True,False,False,False,False,False,False,,,192.168.44.6,Firefox,Windows 10,Delivered,Medium,1.1,90.4,True,09/09/2022,Marketing - Chicago,manager_marketing@company.com,EMP_0143,08/10/2022,True,Europe,CC-8147,Level 1,Hybrid,68,79.0,Intermediate,Low,5,11,,Phishing,Financial,English,JST,False,False,True,True
EMP_0954,emp_0954@company.com,User0954,LastName954,R&D,Employee,Frankfurt,Q2 2025 - Account Suspended,Account Suspended,01/10/2025 17:14,True,False,False,False,False,False,False,,,192.168.147.168,Chrome,Windows 11,Delivered,Low,5.9,70.3,True,01/19/2025,R&D - Frankfurt,manager_r&d@company.com,EMP_0954,12/20/2024,True,North America,CC-8935,Level 1,On-site,64,75.0,Novice,Low,5,6,,Vishing,Technology,English,PST,True,True,True,False
EMP_0992,emp_0992@company.com,User0992,LastName992,R&D,Employee,Tokyo,Q1 2025 - Document Share,Document Share,05/02/2025 17:14,True,True,False,False,False,False,False,33.0,,192.168.82.77,Chrome,Windows 10,Delivered,Low,12.7,66.7,True,02/17/2020,R&D - Tokyo,manager_r&d@company.com,EMP_0992,01/18/2020,True,North America,CC-8965,Level 1,Hybrid,73,82.0,Advanced,Medium,7,3,02/12/2025,Smishing,Healthcare,English,EST,False,False,False,True
EMP_0297,emp_0297@company.com,User0297,LastName297,Marketing,Employee,Sydney,Q4 2024 - Survey Request,Survey Request,09/25/2024 17:14,True,False,False,False,False,False,False,,,192.168.196.143,Edge,Windows 11,Delivered,Low,19.5,80.7,True,07/29/2024,Marketing - Sydney,manager_marketing@company.com,EMP_0297,06/29/2024,True,Asia-Pacific,CC-5474,Level 2,Hybrid,63,87.0,Novice,Medium,2,11,,Phishing,Healthcare,English,GMT,False,True,True,True
EMP_0712,emp_0712@company.com,User0712,LastName712,Legal,Employee,Tokyo,Q3 2025 - Account Suspended,Account Suspended,06/19/2025 17:14,True,True,False,False,False,True,False,13.0,,192.168.64.118,Chrome,Windows 10,Delivered,Medium,10.1,52.6,True,02/07/2021,Legal - Tokyo,manager_legal@company.com,EMP_0712,01/08/2021,True,Europe,CC-7240,Level 2,On-site,82,82.0,Novice,Medium,3,4,01/25/2025,Vishing,Healthcare,Spanish,EST,False,True,True,False
EMP_0583,emp_0583@company.com,User0583,LastName583,HR,Employee,Chicago,Q1 2024 - Software Update,Software Update,12/08/2024 17:14,True,False,False,False,False,False,True,,77.0,192.168.174.113,Chrome,Windows 11,Delivered,Medium,14.7,78.7,True,08/31/2024,HR - Chicago,manager_hr@company.com,EMP_0583,08/01/2024,True,North America,CC-9361,Level 2,Hybrid,60,75.0,Novice,Medium,3,6,,Phishing,Financial,English,EST,True,True,True,True
EMP_0254,emp_0254@company.com,User0254,LastName254,Legal,Employee,San Francisco,Q1 2024 - VPN Access,VPN Access,07/06/2024 17:14,True,False,False,False,False,False,True,,190.0,192.168.22.133,Chrome,Windows 10,Delivered,Low,25.4,76.1,True,10/16/2024,Legal - San Francisco,manager_legal@company.com,EMP_0254,09/16/2024,True,Europe,CC-7790,Level 2,Hybrid,78,89.0,Advanced,High,7,14,,Vishing,Technology,English,GMT,False,True,True,True
EMP_0130,emp_0130@company.com,User0130,LastName130,R&D,Employee,Chicago,Q4 2024 - Software Update,Software Update,11/28/2024 17:14,True,False,False,False,False,False,True,,71.0,192.168.211.222,Firefox,Windows 10,Delivered,Low,18.6,64.6,False,,R&D - Chicago,manager_r&d@company.com,EMP_0130,01/21/2025,True,North America,CC-4948,Level 1,Hybrid,92,,Novice,Medium,3,9,,Phishing,Healthcare,German,JST,False,False,False,False
EMP_0898,emp_0898@company.com,User0898,LastName898,Finance,Manager,Chicago,Q1 2024 - VPN Access,VPN Access,09/18/2024 17:14,False,False,False,False,False,False,True,,232.0,192.168.28.149,Chrome,Windows 11,Delivered,Medium,2.8,92.6,True,04/10/2024,Finance - Chicago,manager_finance@company.com,EMP_0898,03/11/2024,True,Asia-Pacific,CC-1841,Level 1,On-site,61,70.0,Advanced,Low,6,4,,Phishing,Healthcare,English,JST,False,False,True,False
EMP_0900,emp_0900@company.com,User0900,LastName900,Finance,Employee,London,Q4 2025 - Financial Request,Financial Request,01/27/2025 17:14,True,False,False,False,False,False,False,,,192.168.152.228,Edge,Windows 11,Delivered,Medium,10.9,85.0,True,02/21/2024,Finance - London,manager_finance@company.com,EMP_0900,01/22/2024,True,North America,CC-5901,Level 2,On-site,74,95.0,Novice,Medium,7,4,,Vishing,Technology,English,GMT,False,False,False,False
EMP_1043,emp_1043@company.com,User1043,LastName043,R&D,Employee,Tokyo,Q1 2024 - Password Expiration,Password Expiration,10/23/2024 17:14,False,False,False,False,False,False,False,,,192.168.176.120,Chrome,Windows 11,Delivered,Low,19.7,68.6,True,06/01/2020,R&D - Tokyo,manager_r&d@company.com,EMP_1043,05/02/2020,True,Asia-Pacific,CC-7891,Level 2,On-site,75,82.0,Novice,Medium,5,6,,Phishing,Generic,German,JST,False,False,True,False
EMP_1031,emp_1031@company.com,User1031,LastName031,Finance,Employee,London,Q2 2024 - Security Alert,Security Alert,12/13/2024 17:14,True,False,False,False,False,False,False,,,192.168.126.227,Chrome,Windows 11,Delivered,Low,14.3,78.4,True,07/13/2022,Finance - London,manager_finance@company.com,EMP_1031,06/13/2022,True,North America,CC-1749,Level 1,Remote,83,84.0,Advanced,Medium,0,13,,Phishing,Healthcare,English,PST,False,False,False,False
EMP_0823,emp_0823@company.com,User0823,LastName823,Finance,Employee,New York,Q1 2025 - Package Delivery,Package Delivery,06/05/2025 17:14,True,False,False,False,False,False,True,,22.0,192.168.123.241,Safari,Windows 11,Delivered,Low,22.6,88.8,True,12/19/2023,Finance - New York,manager_finance@company.com,EMP_0823,11/19/2023,True,Asia-Pacific,CC-5089,Level 1,Remote,81,75.0,Advanced,High,4,10,,Phishing,Generic,French,GMT,False,False,True,False
EMP_0391,emp_0391@company.com,User0391,LastName391,Operations,Employee,San Francisco,Q1 2025 - HR Communication,HR Communication,03/19/2025 17:14,True,False,False,False,False,False,True,,7.0,192.168.227.127,Chrome,Windows 11,Bounced,High,11.8,58.4,False,,Operations - San Francisco,manager_operations@company.com,EMP_0391,12/21/2024,True,Asia-Pacific,CC-4915,Level 2,Hybrid,61,,Novice,Medium,0,8,,Phishing,Technology,English,JST,False,True,True,False
EMP_0179,emp_0179@company.com,User0179,LastName179,Finance,Director,Frankfurt,Q2 2024 - Meeting Invitation,Meeting Invitation,11/24/2024 17:14,True,False,False,False,False,False,False,,,192.168.64.43,Firefox,Windows 11,Delivered,Medium,11.0,100.0,True,05/28/2021,Finance - Frankfurt,manager_finance@company.com,EMP_0179,04/28/2021,True,Asia-Pacific,CC-7144,Level 1,Remote,83,71.0,Intermediate,Medium,7,12,,Phishing,Generic,German,EST,True,False,True,True
EMP_0910,emp_0910@company.com,User0910,LastName910,Finance,Manager,London,Q2 2025 - Security Alert,Security Alert,02/11/2025 17:14,True,True,False,False,False,False,False,29.0,,192.168.43.200,Firefox,macOS,Delivered,Low,19.2,36.9,False,,Finance - London,manager_finance@company.com,EMP_0910,03/10/2023,True,North America,CC-2608,Level 2,Hybrid,91,,Advanced,Medium,2,5,01/24/2025,Phishing,Financial,English,EST,True,True,True,False
EMP_0126,emp_0126@company.com,User0126,LastName126,HR,Employee,Frankfurt,Q3 2024 - VPN Access,VPN Access,11/24/2024 17:14,True,False,False,False,False,False,False,,,192.168.207.195,Safari,Windows 11,Bounced,Low,21.8,92.2,True,06/20/2021,HR - Frankfurt,manager_hr@company.com,EMP_0126,05/21/2021,True,Europe,CC-2031,Level 2,On-site,73,85.0,Advanced,High,7,12,,Vishing,Generic,English,PST,True,False,True,True
EMP_0018,emp_0018@company.com,User0018,LastName018,Legal,Director,London,Q2 2024 - Financial Request,Financial Request,09/11/2024 17:14,True,False,False,False,False,False,True,,736.0,192.168.201.235,Firefox,Windows 11,Delivered,Low,6.0,100.0,True,11/29/2024,Legal - London,manager_legal@company.com,EMP_0018,10/30/2024,True,Asia-Pacific,CC-5600,Level 3,On-site,94,97.0,Novice,Low,6,6,,Phishing,Technology,English,PST,False,False,False,False
EMP_0916,emp_0916@company.com,User0916,LastName916,Marketing,Employee,Tokyo,Q3 2024 - Survey Request,Survey Request,08/08/2024 17:14,False,False,False,False,False,False,True,,29.0,192.168.158.41,Firefox,Windows 11,Delivered,Low,19.4,93.5,True,11/15/2022,Marketing - Tokyo,manager_marketing@company.com,EMP_0916,10/16/2022,True,Asia-Pacific,CC-4672,Level 1,On-site,83,77.0,Novice,Medium,3,8,,Phishing,Technology,English,PST,True,False,True,True
EMP_0210,emp_0210@company.com,User0210,LastName210,IT,Employee,San Francisco,Q2 2025 - Survey Request,Survey Request,04/24/2025 17:14,False,False,False,False,False,False,True,,170.0,192.168.243.138,Chrome,Windows 10,Delivered,Low,36.6,88.9,False,,IT - San Francisco,manager_it@company.com,EMP_0210,07/31/2022,True,Europe,CC-5269,Level 2,Remote,82,,Novice,High,3,13,,Phishing,Financial,English,EST,False,True,True,True
EMP_1129,emp_1129@company.com,User1129,LastName129,HR,Manager,New York,Q4 2025 - Package Delivery,Package Delivery,03/01/2025 17:14,False,False,False,False,False,False,False,,,192.168.253.182,Chrome,macOS,Delivered,Medium,14.4,61.9,False,,HR - New York,manager_hr@company.com,EMP_1129,04/03/2020,True,Asia-Pacific,CC-4346,Level 2,On-site,91,,Novice,Medium,4,2,,Phishing,Healthcare,French,JST,False,True,True,False
EMP_0982,emp_0982@company.com,User0982,LastName982,IT,Manager,Sydney,Q2 2025 - Account Suspended,Account Suspended,05/26/2025 17:14,True,False,False,False,False,False,True,,67.0,192.168.83.163,Chrome,Windows 11,Delivered,Low,19.5,91.8,True,07/05/2024,IT - Sydney,manager_it@company.com,EMP_0982,06/05/2024,True,Asia-Pacific,CC-8329,Level 1,Hybrid,61,84.0,Novice,Medium,6,13,,Phishing,Technology,English,JST,True,False,True,True
EMP_1121,emp_1121@company.com,User1121,LastName121,Marketing,Employee,Sydney,Q2 2025 - System Maintenance,System Maintenance,04/09/2025 17:14,False,False,False,False,False,False,False,,,192.168.228.48,Firefox,Windows 11,Delivered,Low,25.2,72.3,True,12/15/2022,Marketing - Sydney,manager_marketing@company.com,EMP_1121,11/15/2022,True,North America,CC-3846,Level 1,On-site,90,94.0,Novice,High,7,2,,Vishing,Healthcare,English,EST,False,False,False,True
EMP_1138,emp_1138@company.com,User1138,LastName138,Marketing,Employee,Chicago,Q4 2024 - Account Suspended,Account Suspended,12/29/2024 17:14,True,False,False,False,False,False,False,,,192.168.181.77,Chrome,Windows 10,Delivered,High,13.1,70.7,True,05/18/2023,Marketing - Chicago,manager_marketing@company.com,EMP_1138,04/18/2023,True,Europe,CC-9842,Level 1,Remote,66,86.0,Intermediate,Medium,6,2,,Phishing,Generic,English,EST,False,True,False,False
